author,title,passage_id,text,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability_Kincaid,readability_ARI,readability_Coleman-Liau,readability_FleschReadingEase,readability_GunningFogIndex,readability_LIX,readability_SMOGIndex,readability_RIX,readability_DaleChallIndex,info_characters_per_word,info_syll_per_word,info_words_per_sentence,info_type_token_ratio,info_characters,info_syllables,info_words,info_wordtypes
A. A. Milne,The Red House Mystery,3359,"Cayley had been silent, apparently thinking over this new idea. With  his eyes still on the ground, he said now: ""I hold to my opinion that  it was purely accidental, and that Mark lost his head and ran away."" ""But what about the key?"" asked Bill. ""We don't know yet that the keys were outside. I don't at all agree  with Mr. Gillingham that the keys of the down-stairs rooms are always  outside the doors. Sometimes they are, no doubt; but I think we shall  probably find that these are inside.""",496.0,112.0,7.0,3.633928571428572,16.0,0.7232142857142857,0.0625,49.0,0.0463709677419354,0.0572356215213358,0.3577922077922077,34.38322580645162,44.26451612903225,7.843026634408602,14.194838709677429,38.92043010752688,103.752688172043,13.954451150103322,10.0,11.814783870967744,4.075268817204301,1.1612903225806452,93.0,0.7956989247311828,379.0,108.0,93.0,74.0
A. A. Milne,The Red House Mystery,4491,"And so the idea of giving us a private performance, directed against a  professional actress who had made fun of him, appealed equally to his  vanity and his desire for retaliation. If he, Mark Ablett, by his  wonderful acting could make Ruth Norris look a fool in front of the  others, could take her in, and then join in the laugh at her  afterwards, he would indeed have had a worthy revenge! ""It strikes you as childish, Mr. Gillingham? Ah, you never knew Mark  Ablett. ""'How, Cay, how?' he said eagerly.",508.0,111.0,6.0,3.72972972972973,18.5,0.6936936936936937,0.081081081081081,42.0,0.0433070866141732,0.2129629629629629,0.425,35.590109890109886,44.25571428571429,9.073422483516488,1.979890109890136,40.7956043956044,108.58241758241758,20.32050807568877,16.0,12.140979120879122,4.285714285714286,1.3296703296703296,91.0,0.7802197802197802,390.0,121.0,91.0,71.0
A. A. Milne,The Red House Mystery,4803,"said Cayley in a shaking voice. ""Down there. Look!"" The next moment Antony saw it. A man was lying on the floor at the far  end of the room, his back towards them. A man? Or the body of a man? ""Who is it?"" said Antony. ""I don't know,"" the other whispered. ""Well, we'd better go and see."" He considered the windows for a moment. ""I should think, if you put your weight into it, just where they join,  they'll give all right. Otherwise, we can kick the glass in."" Without saying anything, Cayley put his weight into it.",517.0,135.0,15.0,3.162962962962963,9.0,0.6,0.0666666666666666,53.0,0.06963249516441,0.0808956916099773,0.385657596371882,36.452745098039216,47.16323529411765,5.872097480392156,15.387352941176488,41.976470588235294,109.84313725490196,12.486832980505138,8.0,10.862954901960784,3.735294117647059,1.03921568627451,102.0,0.7352941176470589,381.0,106.0,102.0,75.0
A. A. Milne,The Red House Mystery,5949,"For instance, Betty—Miss Calladine—and I were going to  play a single just before tea, the other day. Tennis. She's frightfully  hot stuff at tennis, and backed herself to take me on level. I'm rather  erratic, you know. Mark saw us going out with our rackets and asked us  what we were going to do. Well, he'd got up a little tournament for us  after tea—handicaps all arranged by him, and everything ruled out  neatly in red and black ink—prizes and all—quite decent ones, you know.",484.0,101.0,6.0,3.900990099009901,16.833333333333332,0.7326732673267327,0.1188118811881188,41.0,0.0330578512396694,-0.0191326530612244,0.4341836734693877,35.39827956989248,43.96064516129032,7.463681408602152,6.917419354838728,39.78064516129032,103.752688172043,16.41640786499874,10.0,11.475213978494624,4.010752688172043,1.2473118279569892,93.0,0.7956989247311828,373.0,116.0,93.0,74.0
A. A. Milne,The Red House Mystery,7259,"""That was what it sounded like, sir."" ""H'm. Working a passage over—could that have been it?"" ""That's right, sir,"" said Elsie eagerly. ""He'd worked his passage  over."" ""Well?"" ""And then Mr. Mark said loudly—sort of triumphant-like—'It's _my_ turn  now. You wait.'"" ""Triumphantly?"" ""As much as to say his chance had come."" ""And that's all you heard?"" ""That's all, sir—not standing there listening, but just passing through  the hall, as it might be any time."" ""Yes. Well, that's really very important, Elsie. Thank you.""",518.0,136.0,15.0,3.3455882352941178,9.066666666666666,0.5588235294117647,0.0294117647058823,41.0,0.1119691119691119,0.3352380952380953,0.5785714285714286,33.99978723404256,44.30978723404255,7.278738489361704,18.725000000000023,39.30212765957447,106.76595744680851,13.954451150103322,12.0,12.330389361702128,3.978723404255319,1.0957446808510638,94.0,0.7659574468085106,374.0,103.0,94.0,72.0
A. A. Milne,The Red House Mystery,7756,"And if you look round  the bedrooms of almost any house, you'll find the keys all ready, so  that you can lock yourself in at a moment's notice. But downstairs  people don't lock themselves in. It's really never done at all. Bill,  for instance, has never locked himself into the dining-room in order to  be alone with the sherry. On the other hand, all women, and  particularly servants, have a horror of burglars. And if a burglar gets  in by the window, they like to limit his activities to that particular  room.",516.0,110.0,6.0,3.790909090909091,18.33333333333333,0.6727272727272727,0.0363636363636363,53.0,0.0368217054263565,0.0180555555555555,0.3569444444444444,36.72291666666666,46.1459375,8.32912588541667,2.763750000000016,40.48333333333333,109.54166666666669,15.24744871391589,13.0,11.8521625,4.15625,1.2604166666666667,96.0,0.75,399.0,121.0,96.0,72.0
A. A. Milne,The Red House Mystery,8921,"""Do you mean you wouldn't have been asked here again?"" ""Probably. Well, I don't know. Not for some time, anyway."" ""Really, Bill?"" ""Oh, rather! He's a devil for taking offence. That Miss Norris—did you  see her—_she's_ done for herself. I don't mind betting what you like  that _she never_ comes here again."" ""Why?"" Bill laughed to himself. ""We were all in it, really—at least, Betty and I were. There's supposed  to be a ghost attached to the house. Lady Anne Patten. Ever heard of  her?"" ""Never.""",497.0,127.0,16.0,3.322834645669291,7.9375,0.6220472440944882,0.0787401574803149,45.0,0.0925553319919517,0.0843749999999999,0.3718749999999999,34.62631578947369,44.067157894736845,6.354971084210526,16.014210526315807,39.26315789473685,103.42105263157896,12.486832980505138,8.0,12.503763157894737,3.8210526315789473,1.1157894736842104,95.0,0.7894736842105263,363.0,106.0,95.0,75.0
A. A. Milne,The Red House Mystery,10000,"'Well,' said he, 'I  suppose you must be right.' Said I proudly, 'I am. For the window is  open,' I said. Oh, you incomparable ass!"" He understood now. It explained so much that had been puzzling him. He tried to put himself in Cayley's place—Cayley, when Antony had first  discovered him, hammering at the door and crying, ""Let me in!"" Whatever  had happened inside the office, whoever had killed Robert, Cayley knew  all about it, and knew that Mark was not inside, and had not escaped by  the window.",503.0,118.0,8.0,3.4915254237288136,14.75,0.6186440677966102,0.1016949152542373,47.0,0.0596421471172962,0.1982142857142857,0.4711309523809524,34.42307692307692,43.634615384615394,8.298057516483517,10.34692307692309,39.47692307692308,105.28571428571428,17.491376746189438,13.0,11.446913186813187,4.153846153846154,1.2307692307692308,91.0,0.7362637362637363,378.0,112.0,91.0,67.0
A. A. Milne,The Red House Mystery,10158,"To strangers this look is  almost alarming at first, until they discover that his mind is very  often elsewhere; that he has, so to speak, left his eyes on guard,  while he himself follows a train of thought in another direction. Many  people do this, of course; when, for instance, they are talking to one  person and trying to listen to another; but their eyes betray them. Antony's never did. He had seen a good deal of the world with those eyes, though never as a  sailor.",476.0,103.0,4.0,3.728155339805826,25.75,0.7184466019417476,0.058252427184466,47.0,0.0336134453781512,0.2583333333333333,0.3888888888888889,33.74818181818182,42.26636363636364,8.451444727272733,9.842272727272755,37.92727272727273,101.63636363636364,16.41640786499874,12.0,10.154481818181818,4.181818181818182,1.2727272727272727,88.0,0.8068181818181818,368.0,112.0,88.0,71.0
A. A. Milne,The Red House Mystery,10386,"A snob has been defined  carelessly as a man who loves a lord; and, more carefully, as a mean  lover of mean things—which would be a little unkind to the peerage if  the first definition were true. Mark had his vanities undoubtedly, but  he would sooner have met an actor-manager than an earl; he would have  spoken of his friendship with Dante—had that been possible—more glibly  than of his friendship with the Duke.",418.0,80.0,2.0,4.25,40.0,0.7,0.025,39.0,0.0191387559808612,-0.0303571428571428,0.6083333333333334,29.57631578947369,37.02131578947368,9.34082165789474,18.379210526315816,34.61052631578948,90.47368421052632,18.491933384829668,11.0,10.938073684210526,4.342105263157895,1.3157894736842106,76.0,0.7105263157894737,330.0,100.0,76.0,54.0
A. A. Milne,The Red House Mystery,10454,"Breakfast was not his meal. The others chattered  gently while he read his letters. ""Good God!"" said Mark suddenly. There was an instinctive turning of heads towards him. ""I beg your  pardon, Miss Norris. Sorry, Betty."" Miss Norris smiled her forgiveness. She often wanted to say it herself,  particularly at rehearsals. ""I say, Cay!"" He was frowning to himself—annoyed, puzzled. He held up a  letter and shook it. ""Who do you think this is from?"" Cayley, at the other end of the table, shrugged his shoulders.",510.0,115.0,14.0,3.730434782608696,8.214285714285714,0.6782608695652174,0.0782608695652174,41.0,0.0568627450980392,0.1797619047619047,0.5440476190476191,34.344597701149425,43.23793103448276,10.284649574712644,3.785172413793134,37.55862068965518,106.54022988505749,16.41640786499874,17.0,12.126067816091954,4.494252873563219,1.3563218390804597,87.0,0.8390804597701149,391.0,118.0,87.0,73.0
A. A. Milne,The Red House Mystery,10854,"Antony shut his bedroom door behind him and walked over to the window. He pushed open a casement and looked out. His bedroom was just over the  door at the back of the house. The side wall of the office, which  projected out into the lawn beyond the rest of the house, was on his  left. He could step out on to the top of the door, and from there drop  easily to the ground. Getting back would be little more difficult. There was a convenient water-pipe which would help.",471.0,100.0,7.0,3.78,14.285714285714286,0.59,0.03,50.0,0.0233545647558386,0.0345833333333333,0.4533333333333333,32.75222222222223,42.82866666666667,7.91250586666667,20.545000000000016,38.66666666666667,98.88888888888889,16.41640786499874,8.0,10.030388888888888,4.088888888888889,1.1222222222222222,90.0,0.6333333333333333,368.0,101.0,90.0,57.0
A. A. Milne,The Red House Mystery,11919,"""Fifty-eight, isn't it, auntie?"" ""I was just giving that as an example,"" said Mrs. Stevens with great  dignity. Audrey threaded a needle, held her hand out and looked at her nails  critically for a moment, and then began to sew. ""Funny thing that about Mr. Mark's brother. Fancy not seeing your  brother for fifteen years."" She gave a self-conscious laugh and went  on, ""Wonder what I should do if I didn't see Joe for fifteen years.""",434.0,99.0,6.0,3.6666666666666665,16.5,0.7070707070707071,0.0606060606060606,37.0,0.0622119815668202,0.3375,0.6625,29.708607594936712,37.7446835443038,8.386076379746836,22.77405063291141,33.118987341772154,92.9240506329114,12.486832980505138,11.0,11.752241772151898,4.177215189873418,1.2278481012658229,79.0,0.8227848101265823,330.0,97.0,79.0,65.0
A. A. Milne,The Red House Mystery,12872,"Other suitors, upon  whom her mother had smiled, had been embarrassed by that championship;  Mark appeared to depend on it as much as on his own attractions; great  though he thought these to be. They went a-wooing together. It was a  pleasure to turn to Cayley, that hopeless ineligible. But alas! Cayley had misunderstood her. She could not imagine Cayley in  love—until she saw it, and tried, too late, to stop it. That was four  days ago. She had not seen him since, and now here was this letter.",500.0,106.0,8.0,3.830188679245283,13.25,0.6886792452830188,0.0754716981132075,50.0,0.036,0.1821428571428571,0.5892857142857143,35.37444444444445,43.87533333333334,9.219139422222224,1.7450000000000188,40.44444444444445,104.44444444444444,20.32050807568877,13.0,10.732166666666666,4.311111111111111,1.3444444444444446,90.0,0.7777777777777778,388.0,121.0,90.0,70.0
A. A. Milne,The Red House Mystery,14064,"But  whatever happened, happened almost instantaneously. Within two minutes  of Mark Ablett's entrance, as would be shown in the evidence, a shot  was heard, and when—perhaps five minutes later—the room was forced  open, the dead body of Robert Ablett was found stretched upon the  floor.",288.0,53.0,2.0,4.509433962264151,26.5,0.7547169811320755,0.0,14.0,0.0277777777777777,-0.1375,0.275,20.338333333333328,25.040625,11.634583479166668,34.74000000000002,25.03333333333333,68.83333333333333,17.491376746189438,10.0,11.609591666666669,4.770833333333333,1.4583333333333333,48.0,0.8125,229.0,70.0,48.0,39.0
A. A. Milne,The Red House Mystery,14328,"Antony caught his eye and smiled. ""That's him,"" said Parsons, pointing. Everybody looked at Antony. ""That was about five minutes afterwards?"" ""About that, sir."" ""Did anybody come out of the house before this gentleman's arrival?"" ""No, sir. That is to say I didn't see 'em."" Stevens followed. She gave her evidence much as she had given it to the  Inspector. Nothing new was brought out by her examination. Then came  Elsie.",423.0,100.0,12.0,3.61,8.333333333333334,0.69,0.06,35.0,0.0709219858156028,0.3121212121212121,0.2848484848484848,29.215945945945943,36.001216216216214,9.305208040540546,17.4006756756757,33.924324324324324,94.27027027027027,18.491933384829668,15.0,11.361089189189189,4.337837837837838,1.351351351351351,74.0,0.8648648648648649,321.0,100.0,74.0,64.0
A. A. Milne,The Red House Mystery,14374,"And if they were shut, hopelessly  shut, then he must have a moment to himself, a moment in which to think  of some other plan, and avoid the ruin which seemed so suddenly to be  threatening. So he had run. But Antony had kept up with him. They had broken in the  window together, and gone into the office. But Cayley was not done yet. There was the dressing-room window! But quietly, quietly. Antony  mustn't hear. And Antony didn't hear. Indeed, he had played up to Cayley splendidly.",486.0,107.0,10.0,3.682242990654206,10.7,0.5887850467289719,0.0560747663551401,51.0,0.0411522633744856,0.0416666666666666,0.5216666666666667,34.06333333333333,43.195,8.369827611111113,11.14500000000001,39.55555555555556,100.0,18.491933384829668,9.0,11.609388888888889,4.166666666666667,1.2333333333333334,90.0,0.6777777777777778,375.0,111.0,90.0,61.0
A. A. Milne,The Red House Mystery,14468,"A  thick belt of trees on the left divided them from the main road. ""Ever been here before?"" said Antony suddenly. ""Oh, rather. Dozens of times."" ""I meant just here—where we are now. Or do you stay indoors and play  billiards all the time?"" ""Oh Lord, no!"" ""Well, tennis and things. So many people with beautiful parks never by  any chance use them, and all the poor devils passing by on the dusty  road think how lucky the owners are to have them, and imagine them  doing all sorts of jolly things inside.""",506.0,118.0,10.0,3.5508474576271185,11.8,0.6610169491525424,0.059322033898305,46.0,0.0494071146245059,0.0833333333333333,0.537962962962963,34.87851063829788,44.760744680851055,7.841702946808514,12.425000000000011,39.727659574468085,101.44680851063828,15.24744871391589,7.0,11.15453829787234,4.074468085106383,1.1702127659574468,94.0,0.7659574468085106,383.0,110.0,94.0,72.0
A. A. Milne,The Red House Mystery,14900,"""Good. Well now, about these servants?"" CHAPTER V.  Mr. Gillingham Chooses a New Profession      As Cayley went over to the bell, Antony got up and moved to the door. ""Well, you won't want me, I suppose, inspector,"" he said. ""No, thank you, Mr. Gillingham. You'll be about, of course?"" ""Oh, yes."" The inspector hesitated. ""I think, Mr. Cayley, it would be better if I saw the servants alone. You know what they are; the more people about, the more they get  alarmed. I expect I can get at the truth better by myself.""",517.0,130.0,11.0,3.292307692307692,11.818181818181818,0.5769230769230769,0.1,46.0,0.0793036750483558,0.4727272727272727,0.5090909090909091,34.129473684210524,44.76126315789474,7.221475442105266,19.576315789473696,39.6842105263158,107.63157894736842,13.954451150103322,12.0,11.838921052631578,3.968421052631579,1.0736842105263158,95.0,0.7263157894736842,377.0,102.0,95.0,69.0
A. A. Milne,The Red House Mystery,15593,"""I've telephoned,"" he said. ""They're sending an inspector or some one  from Middleston, and the local police and doctor from Stanton."" He  shrugged his shoulders. ""We're in for it now."" ""How far away is Middleston?"" It was the town for which Antony had  taken a ticket that morning—only six hours ago. How absurd it seemed. ""About twenty miles. These people will be coming back soon."" ""Beverley, and the others?"" ""Yes. I expect they'll want to go away at once."" ""Much better that they should."" ""Yes.""",500.0,124.0,14.0,3.475806451612903,8.857142857142858,0.6370967741935484,0.064516129032258,44.0,0.078,0.0199999999999999,0.5,33.93222222222222,43.09033333333333,8.239164255555558,12.085000000000008,36.88888888888889,101.11111111111111,10.745966692414834,10.0,11.609388888888889,4.144444444444445,1.2222222222222223,90.0,0.8333333333333334,373.0,110.0,90.0,75.0
A. A. Milne,The house at Pooh Corner,3465,"""That will just  give me time to finish that story I was telling you about my Uncle  Robert--a portrait of whom you see underneath you. Now let me see,  where was I? Oh, yes. It was on just such a blusterous day as this that  my Uncle Robert----""    Pooh closed his eyes. CHAPTER IX           IN WHICH _Eeyore Finds the Wolery and Owl Moves Into It_      Pooh had wandered into the Hundred Acre Wood, and was standing in front  of what had once been Owl's House.",462.0,100.0,5.0,3.57,20.0,0.73,0.07,48.0,0.0411255411255411,-0.05,0.3,30.024418604651164,40.19093023255814,7.101080418604653,32.977558139534906,35.7953488372093,97.6279069767442,12.486832980505138,10.0,11.574193023255814,3.953488372093023,1.0232558139534884,86.0,0.7906976744186046,340.0,88.0,86.0,68.0
A. A. Milne,The house at Pooh Corner,12074,"""I've been thinking,"" said Pooh, ""and I think----""    ""No,"" said Rabbit. ""Don't. Run. Come on."" And they all hurried off,  Rabbit leading the way. ""Now,"" said Rabbit, after they had gone a little way, ""we can talk. What were you going to say, Pooh?"" ""Nothing much. Why are we going along here?"" ""Because it's the way home."" ""Oh!"" said Pooh. ""I _think_ it's more to the right,"" said Piglet nervously. ""What do  _you_ think, Pooh?"" Pooh looked at his two paws.",458.0,134.0,15.0,2.9477611940298507,8.933333333333334,0.5074626865671642,0.0597014925373134,39.0,0.1288209606986899,0.2120535714285714,0.4339285714285714,29.360000000000003,38.69094117647059,5.848670564705884,35.96000000000002,34.47058823529412,93.23529411764706,8.477225575051662,7.0,11.196264705882353,3.7411764705882353,1.0,85.0,0.7176470588235294,318.0,85.0,85.0,61.0
A. A. Milne,Winnie-the-Pooh,480,"""I didn't ask them,"" explained Rabbit carelessly. ""They just came. They always do. They can march at the end, after Eeyore."" ""What I say,"" said Eeyore, ""is that it's unsettling. I didn't want to come on this Expo--what Pooh said. I only came to oblige. But here I am; and if I am the end of the Expo--what we're talking about--then let me _be_ the end.",352.0,96.0,8.0,3.0625,12.0,0.6041666666666666,0.125,43.0,0.0909090909090909,-0.3333333333333333,0.8666666666666667,23.678571428571427,31.26614285714286,5.8679607571428605,49.9764285714286,30.285714285714285,80.0,13.954451150103322,7.0,11.168785714285717,3.757142857142857,1.0142857142857142,70.0,0.7142857142857143,263.0,71.0,70.0,50.0
A. A. Milne,Winnie-the-Pooh,1134,"""It is hard to be brave,"" said Piglet, sniffing slightly, ""when you're only a Very Small Animal."" Rabbit, who had begun to write very busily, looked up and said:  ""It is because you are a very small animal that you will be Useful in the adventure before us.""",258.0,63.0,2.0,3.4285714285714284,31.5,0.7142857142857143,0.0634920634920634,29.0,0.0581395348837209,0.0152083333333333,0.5172916666666667,18.69142857142857,21.813877551020404,6.994781000000003,48.32857142857144,22.048979591836737,57.16326530612245,12.486832980505138,4.0,8.322614285714286,3.979591836734694,1.2857142857142858,49.0,0.8163265306122449,195.0,63.0,49.0,40.0
A. A. Milne,Winnie-the-Pooh,1141,"""Good morning, Eeyore,"" shouted Piglet. ""Good morning, Little Piglet,"" said Eeyore. ""If it _is_ a good morning,"" he said. ""Which I doubt,"" said he. ""Not that it matters,"" he said. ""Many happy returns of the day,"" said Piglet, having now got closer. Eeyore stopped looking at himself in the stream, and turned to stare at Piglet. ""Just say that again,"" he said. ""Many hap----""  ""Wait a moment."" Balancing on three legs, he began to bring his fourth leg very cautiously up to his ear.",482.0,126.0,10.0,3.3015873015873014,12.6,0.5,0.0476190476190476,35.0,0.0954356846473029,0.4347222222222222,0.5111111111111112,31.63904761904762,40.419285714285714,8.62633854761905,17.839285714285737,34.07619047619048,97.0952380952381,8.477225575051662,11.0,11.374447619047618,4.214285714285714,1.2261904761904765,84.0,0.6904761904761905,354.0,103.0,84.0,58.0
A. A. Milne,Winnie-the-Pooh,1367,"Pooh looked on admiringly. ""I'm just saying 'A Happy Birthday',"" said Owl carelessly. ""It's a nice long one,"" said Pooh, very much impressed by it. ""Well, _actually_, of course, I'm saying 'A Very Happy Birthday with love from Pooh.' Naturally it takes a good deal of pencil to say a long thing like that."" ""Oh, I see,"" said Pooh. While all this was happening, Piglet had gone back to his own house to get Eeyore's balloon.",423.0,108.0,7.0,3.2962962962962963,15.428571428571429,0.6018518518518519,0.0277777777777777,31.0,0.0803782505910165,0.4333333333333333,0.625,29.475000000000005,37.1745,7.0547664500000025,26.23000000000001,34.5,91.25,15.24744871391589,9.0,11.552,3.95,1.175,80.0,0.75,316.0,94.0,80.0,60.0
